doc_id,chunk_id,text,word_count,section,is_section_start,label
doc_00073,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00073,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00073,5,order: ANALYSIS,2,order,True,1
doc_00073,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00074,0,"PREAMBLE: IN THE PUNJAB AND HARYANA HIGH COURT
Criminal Appeal No. 1074 of 2015 BEFORE: Justice Indira Banerjee",18,PREAMBLE,True,1
doc_00074,1,FACTS: FACTS,2,FACTS,True,1
doc_00074,2,"SUBMISSIONS: :
The appellant was convicted under Section 392 IPC for the offence of Fraud. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Punjab and Haryana High Court.",40,SUBMISSIONS,True,1
doc_00074,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00074,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00074,5,order: ANALYSIS,2,order,True,1
doc_00074,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00075,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1075 of 2010 BEFORE: Justice Indira Banerjee",16,PREAMBLE,True,0
doc_00075,1,FACTS: FACTS,2,FACTS,True,0
doc_00075,2,"SUBMISSIONS: :
The appellant was convicted under Section 392 IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Allahabad High Court.",39,SUBMISSIONS,True,0
doc_00075,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00075,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00075,5,order: ANALYSIS,2,order,True,0
doc_00075,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00076,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1076 of 2013 BEFORE: Justice N.V. Ramana",17,PREAMBLE,True,0
doc_00076,1,FACTS: FACTS,2,FACTS,True,0
doc_00076,2,"SUBMISSIONS: :
The appellant was convicted under Section 304B IPC for the offence of Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",39,SUBMISSIONS,True,0
doc_00076,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00076,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 7 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00076,5,order: ANALYSIS,2,order,True,0
doc_00076,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00077,0,"PREAMBLE: IN THE CALCUTTA HIGH COURT
Criminal Appeal No. 1077 of 2013 BEFORE: Justice A.M. Khanwilkar",16,PREAMBLE,True,1
doc_00077,1,FACTS: FACTS,2,FACTS,True,1
doc_00077,2,"SUBMISSIONS: :
The appellant was convicted under Section 376 IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Calcutta High Court.",39,SUBMISSIONS,True,1
doc_00077,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00077,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00077,5,order: ANALYSIS,2,order,True,1
doc_00077,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00078,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1078 of 2021 BEFORE: Justice A.M. Khanwilkar",16,PREAMBLE,True,0
doc_00078,1,FACTS: FACTS,2,FACTS,True,0
doc_00078,2,"SUBMISSIONS: :
The appellant was convicted under Section 307 IPC for the offence of Outraging Modesty. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",39,SUBMISSIONS,True,0
doc_00078,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00078,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00078,5,order: ANALYSIS,2,order,True,0
doc_00078,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00079,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1079 of 2020 BEFORE: Justice A.M. Khanwilkar",17,PREAMBLE,True,1
doc_00079,1,FACTS: FACTS,2,FACTS,True,1
doc_00079,2,"SUBMISSIONS: :
The appellant was convicted under Section 354 IPC for the offence of Domestic Violence. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",40,SUBMISSIONS,True,1
doc_00079,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00079,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00079,5,order: ANALYSIS,2,order,True,1
doc_00079,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00080,0,"PREAMBLE: IN THE MADRAS HIGH COURT
Criminal Appeal No. 1080 of 2023 BEFORE: Justice S.K. Kaul",16,PREAMBLE,True,0
doc_00080,1,FACTS: FACTS,2,FACTS,True,0
doc_00080,2,"SUBMISSIONS: :
The appellant was convicted under Section 304B IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Madras High Court.",39,SUBMISSIONS,True,0
doc_00080,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00080,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 7 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00080,5,order: ANALYSIS,2,order,True,0
doc_00080,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00081,0,"PREAMBLE: IN THE KARNATAKA HIGH COURT
Criminal Appeal No. 1081 of 2018 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,1
doc_00081,1,FACTS: FACTS,2,FACTS,True,1
doc_00081,2,"SUBMISSIONS: :
The appellant was convicted under Section 307 IPC for the offence of Attempt to Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Karnataka High Court.",40,SUBMISSIONS,True,1
doc_00081,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00081,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00081,5,order: ANALYSIS,2,order,True,1
doc_00081,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00082,0,"PREAMBLE: IN THE DELHI HIGH COURT
Criminal Appeal No. 1082 of 2020 BEFORE: Justice S.K. Kaul",16,PREAMBLE,True,1
doc_00082,1,FACTS: FACTS,2,FACTS,True,1
doc_00082,2,"SUBMISSIONS: :
The appellant was convicted under Section 395 IPC for the offence of Robbery. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Delhi High Court.",38,SUBMISSIONS,True,1
doc_00082,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00082,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00082,5,order: ANALYSIS,2,order,True,1
doc_00082,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00083,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1083 of 2022 BEFORE: Justice A.M. Khanwilkar",16,PREAMBLE,True,1
doc_00083,1,FACTS: FACTS,2,FACTS,True,1
doc_00083,2,"SUBMISSIONS: :
The appellant was convicted under Section 376 IPC for the offence of Outraging Modesty. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Allahabad High Court.",39,SUBMISSIONS,True,1
doc_00083,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00083,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00083,5,order: ANALYSIS,2,order,True,1
doc_00083,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00084,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1084 of 2023 BEFORE: Justice N.V. Ramana",16,PREAMBLE,True,0
doc_00084,1,FACTS: FACTS,2,FACTS,True,0
doc_00084,2,"SUBMISSIONS: :
The appellant was convicted under Section 354 IPC for the offence of Attempt to Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Allahabad High Court.",40,SUBMISSIONS,True,0
doc_00084,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00084,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00084,5,order: ANALYSIS,2,order,True,0
doc_00084,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00085,0,"PREAMBLE: IN THE CALCUTTA HIGH COURT
Criminal Appeal No. 1085 of 2020 BEFORE: Justice A.M. Khanwilkar",16,PREAMBLE,True,1
doc_00085,1,FACTS: FACTS,2,FACTS,True,1
doc_00085,2,"SUBMISSIONS: :
The appellant was convicted under Section 420 IPC for the offence of Outraging Modesty. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Calcutta High Court.",39,SUBMISSIONS,True,1
doc_00085,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00085,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00085,5,order: ANALYSIS,2,order,True,1
doc_00085,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00086,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1086 of 2015 BEFORE: Justice N.V. Ramana",16,PREAMBLE,True,1
doc_00086,1,FACTS: FACTS,2,FACTS,True,1
doc_00086,2,"SUBMISSIONS: :
The appellant was convicted under Section 307 IPC for the offence of Dacoity. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",38,SUBMISSIONS,True,1
doc_00086,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00086,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00086,5,order: ANALYSIS,2,order,True,1
doc_00086,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00087,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1087 of 2018 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,0
doc_00087,1,FACTS: FACTS,2,FACTS,True,0
doc_00087,2,"SUBMISSIONS: :
The appellant was convicted under Section 354 IPC for the offence of Criminal Intimidation. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Allahabad High Court.",39,SUBMISSIONS,True,0
doc_00087,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00087,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00087,5,order: ANALYSIS,2,order,True,0
doc_00087,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00088,0,"PREAMBLE: IN THE CALCUTTA HIGH COURT
Criminal Appeal No. 1088 of 2021 BEFORE: Justice N.V. Ramana",16,PREAMBLE,True,1
doc_00088,1,FACTS: FACTS,2,FACTS,True,1
doc_00088,2,"SUBMISSIONS: :
The appellant was convicted under Section 392 IPC for the offence of Criminal Intimidation. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Calcutta High Court.",39,SUBMISSIONS,True,1
doc_00088,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00088,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00088,5,order: ANALYSIS,2,order,True,1
doc_00088,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00089,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1089 of 2013 BEFORE: Justice S.K. Kaul",17,PREAMBLE,True,1
doc_00089,1,FACTS: FACTS,2,FACTS,True,1
doc_00089,2,"SUBMISSIONS: :
The appellant was convicted under Section 395 IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",40,SUBMISSIONS,True,1
doc_00089,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00089,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00089,5,order: ANALYSIS,2,order,True,1
doc_00089,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00090,0,"PREAMBLE: IN THE PUNJAB AND HARYANA HIGH COURT
Criminal Appeal No. 1090 of 2018 BEFORE: Justice A.M. Khanwilkar",18,PREAMBLE,True,1
doc_00090,1,FACTS: FACTS,2,FACTS,True,1
doc_00090,2,"SUBMISSIONS: :
The appellant was convicted under Section 354 IPC for the offence of Dacoity. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Punjab and Haryana High Court.",40,SUBMISSIONS,True,1
doc_00090,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00090,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00090,5,order: ANALYSIS,2,order,True,1
doc_00090,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00091,0,"PREAMBLE: IN THE PUNJAB AND HARYANA HIGH COURT
Criminal Appeal No. 1091 of 2014 BEFORE: Justice S.K. Kaul",18,PREAMBLE,True,1
doc_00091,1,FACTS: FACTS,2,FACTS,True,1
doc_00091,2,"SUBMISSIONS: :
The appellant was convicted under Section 307 IPC for the offence of Dacoity. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Punjab and Haryana High Court.",40,SUBMISSIONS,True,1
doc_00091,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00091,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00091,5,order: ANALYSIS,2,order,True,1
doc_00091,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00092,0,"PREAMBLE: IN THE PUNJAB AND HARYANA HIGH COURT
Criminal Appeal No. 1092 of 2022 BEFORE: Justice A.M. Khanwilkar",18,PREAMBLE,True,0
doc_00092,1,FACTS: FACTS,2,FACTS,True,0
doc_00092,2,"SUBMISSIONS: :
The appellant was convicted under Section 420 IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Punjab and Haryana High Court.",41,SUBMISSIONS,True,0
doc_00092,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00092,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00092,5,order: ANALYSIS,2,order,True,0
doc_00092,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00093,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1093 of 2019 BEFORE: Justice A.M. Khanwilkar",16,PREAMBLE,True,1
doc_00093,1,FACTS: FACTS,2,FACTS,True,1
doc_00093,2,"SUBMISSIONS: :
The appellant was convicted under Section 395 IPC for the offence of Outraging Modesty. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Allahabad High Court.",39,SUBMISSIONS,True,1
doc_00093,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00093,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00093,5,order: ANALYSIS,2,order,True,1
doc_00093,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00094,0,"PREAMBLE: IN THE MADRAS HIGH COURT
Criminal Appeal No. 1094 of 2014 BEFORE: Justice N.V. Ramana",16,PREAMBLE,True,0
doc_00094,1,FACTS: FACTS,2,FACTS,True,0
doc_00094,2,"SUBMISSIONS: :
The appellant was convicted under Section 498A IPC for the offence of Attempt to Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Madras High Court.",40,SUBMISSIONS,True,0
doc_00094,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00094,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00094,5,order: ANALYSIS,2,order,True,0
doc_00094,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00095,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1095 of 2014 BEFORE: Justice A.M. Khanwilkar",17,PREAMBLE,True,0
doc_00095,1,FACTS: FACTS,2,FACTS,True,0
doc_00095,2,"SUBMISSIONS: :
The appellant was convicted under Section 498A IPC for the offence of Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",39,SUBMISSIONS,True,0
doc_00095,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00095,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00095,5,order: ANALYSIS,2,order,True,0
doc_00095,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00096,0,"PREAMBLE: IN THE DELHI HIGH COURT
Criminal Appeal No. 1096 of 2014 BEFORE: Justice A.M. Khanwilkar",16,PREAMBLE,True,1
doc_00096,1,FACTS: FACTS,2,FACTS,True,1
doc_00096,2,"SUBMISSIONS: :
The appellant was convicted under Section 395 IPC for the offence of Murder. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Delhi High Court.",38,SUBMISSIONS,True,1
doc_00096,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00096,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00096,5,order: ANALYSIS,2,order,True,1
doc_00096,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00097,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1097 of 2011 BEFORE: Justice Indira Banerjee",17,PREAMBLE,True,0
doc_00097,1,FACTS: FACTS,2,FACTS,True,0
doc_00097,2,"SUBMISSIONS: :
The appellant was convicted under Section 376 IPC for the offence of Domestic Violence. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",40,SUBMISSIONS,True,0
doc_00097,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00097,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 6 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00097,5,order: ANALYSIS,2,order,True,0
doc_00097,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00098,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1098 of 2022 BEFORE: Justice N.V. Ramana",17,PREAMBLE,True,1
doc_00098,1,FACTS: FACTS,2,FACTS,True,1
doc_00098,2,"SUBMISSIONS: :
The appellant was convicted under Section 354 IPC for the offence of Rape. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",39,SUBMISSIONS,True,1
doc_00098,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00098,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 3 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00098,5,order: ANALYSIS,2,order,True,1
doc_00098,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00099,0,"PREAMBLE: IN THE KARNATAKA HIGH COURT
Criminal Appeal No. 1099 of 2022 BEFORE: Justice A.M. Khanwilkar",16,PREAMBLE,True,0
doc_00099,1,FACTS: FACTS,2,FACTS,True,0
doc_00099,2,"SUBMISSIONS: :
The appellant was convicted under Section 506 IPC for the offence of Outraging Modesty. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Karnataka High Court.",39,SUBMISSIONS,True,0
doc_00099,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00099,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 7 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00099,5,order: ANALYSIS,2,order,True,0
doc_00099,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00100,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1100 of 2014 BEFORE: Justice Indira Banerjee",16,PREAMBLE,True,0
doc_00100,1,FACTS: FACTS,2,FACTS,True,0
doc_00100,2,"SUBMISSIONS: :
The appellant was convicted under Section 395 IPC for the offence of Outraging Modesty. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Allahabad High Court.",39,SUBMISSIONS,True,0
doc_00100,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00100,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 7 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00100,5,order: ANALYSIS,2,order,True,0
doc_00100,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00101,0,"PREAMBLE: IN THE MADRAS HIGH COURT
Criminal Appeal No. 1101 of 2012 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,0
doc_00101,1,FACTS: FACTS,2,FACTS,True,0
doc_00101,2,"SUBMISSIONS: :
The appellant was convicted under Section 420 IPC for the offence of Domestic Violence. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Madras High Court.",39,SUBMISSIONS,True,0
doc_00101,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00101,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 4 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00101,5,order: ANALYSIS,2,order,True,0
doc_00101,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00102,0,"PREAMBLE: IN THE SUPREME COURT OF INDIA
Criminal Appeal No. 1102 of 2021 BEFORE: Justice Indira Banerjee",17,PREAMBLE,True,1
doc_00102,1,FACTS: FACTS,2,FACTS,True,1
doc_00102,2,"SUBMISSIONS: :
The appellant was convicted under Section 376 IPC for the offence of Robbery. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Supreme Court of India.",39,SUBMISSIONS,True,1
doc_00102,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00102,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00102,5,order: ANALYSIS,2,order,True,1
doc_00102,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00103,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1103 of 2020 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,0
doc_00103,1,FACTS: FACTS,2,FACTS,True,0
doc_00103,2,"SUBMISSIONS: :
The appellant was convicted under Section 498A IPC for the offence of Dacoity. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Allahabad High Court.",38,SUBMISSIONS,True,0
doc_00103,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00103,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 5 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00103,5,order: ANALYSIS,2,order,True,0
doc_00103,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00104,0,"PREAMBLE: IN THE MADRAS HIGH COURT
Criminal Appeal No. 1104 of 2018 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,0
doc_00104,1,FACTS: FACTS,2,FACTS,True,0
doc_00104,2,"SUBMISSIONS: :
The appellant was convicted under Section 354 IPC for the offence of Robbery. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Madras High Court.",38,SUBMISSIONS,True,0
doc_00104,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,0
doc_00104,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 8 witnesses to prove its case beyond reasonable doubt.",33,facts,True,0
doc_00104,5,order: ANALYSIS,2,order,True,0
doc_00104,6,"ORDER: :
After careful consideration of the",7,ORDER,True,0
doc_00105,0,"PREAMBLE: IN THE BOMBAY HIGH COURT
Criminal Appeal No. 1105 of 2012 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,1
doc_00105,1,FACTS: FACTS,2,FACTS,True,1
doc_00105,2,"SUBMISSIONS: :
The appellant was convicted under Section 498A IPC for the offence of Dowry Death. The learned Sessions Judge convicted the accused and sentenced him to rigorous imprisonment. The matter was taken up before the Bombay High Court.",39,SUBMISSIONS,True,1
doc_00105,3,ANALYSIS: SUBMISSIONS,2,ANALYSIS,True,1
doc_00105,4,"facts: :
The learned counsel for the appellant submitted that the trial court had erred in appreciating the evidence on record. The prosecution examined 7 witnesses to prove its case beyond reasonable doubt.",33,facts,True,1
doc_00105,5,order: ANALYSIS,2,order,True,1
doc_00105,6,"ORDER: :
After careful consideration of the",7,ORDER,True,1
doc_00106,0,"PREAMBLE: IN THE ALLAHABAD HIGH COURT
Criminal Appeal No. 1106 of 2017 BEFORE: Justice D.Y. Chandrachud",16,PREAMBLE,True,1
doc_00106,1,FACTS: FACTS,2,FACTS,True,1
